Episode,Train Reward,Episode Duration
1,6.13973686490716,0.6917464733123779
2,9.982598275816931,0.031585693359375
3,7.29805105973334,0.01814413070678711
4,10.198320873642311,0.023768186569213867
5,6.884458778185472,0.021101951599121094
6,14.15338473336906,0.02532649040222168
7,12.760828461019154,0.026962757110595703
8,8.329020764063094,0.02110767364501953
9,7.287462198460282,0.017828941345214844
10,15.137592094117831,0.04340529441833496
11,9.669331807246198,0.021786212921142578
12,7.8900610445175845,0.028592586517333984
13,10.792347975928832,0.017490625381469727
14,25.458112247509312,0.035192251205444336
15,13.918659404327915,0.04611778259277344
16,7.198066536379286,0.03935599327087402
17,13.152005706597603,0.022457122802734375
18,16.13653728167374,0.022249221801757812
19,66.74698766067507,0.053328514099121094
20,52.46817972609754,0.038124799728393555
21,5.481797598845534,0.01338648796081543
22,15.931901875000818,0.03337287902832031
23,11.52958653107359,0.02321767807006836
24,25.565356155806818,0.03336024284362793
25,22.831994113985793,0.027625083923339844
26,76.54955352466335,0.05389904975891113
27,17.250411638512748,0.035037994384765625
28,5.243152813584519,0.028987646102905273
29,16.427723375607837,0.0201723575592041
30,19.377650392652665,0.027206897735595703
31,32.55450208061528,0.03141140937805176
32,124.96733671339189,0.07019710540771484
33,46.33320089839146,0.04273629188537598
34,32.56062229955093,0.03300023078918457
35,29.954376297210274,0.025144577026367188
36,39.3205407716184,0.03754377365112305
37,115.06065098168555,0.07647323608398438
38,41.33384168734909,0.03288745880126953
39,6.8430454452565925,0.034737348556518555
40,29.20057081685995,0.028861284255981445
41,10.92520543481493,0.01890730857849121
42,16.65477945756954,0.021784543991088867
43,26.56002812778568,0.027974367141723633
44,21.147355985936304,0.024668216705322266
45,50.65516024909543,0.07021474838256836
46,31.90766446040728,0.03734993934631348
47,187.55762306601582,0.11843276023864746
48,44.1351398870326,0.04437398910522461
49,129.74395266122735,0.07958388328552246
50,118.21608347909884,0.0738825798034668
51,101.42287606112497,0.06805014610290527
52,96.803007163301,0.05598282814025879
53,34.609349021151864,0.03200960159301758
54,139.58495667127542,0.08759498596191406
55,73.30276500354596,0.05581378936767578
56,94.46827064103218,0.07005667686462402
57,85.05142065480183,0.053620338439941406
58,79.5807037722316,0.06203770637512207
59,102.36731089713426,0.07053256034851074
60,84.46137521750258,0.06512713432312012
61,71.18417820513916,0.04519987106323242
62,179.56864340824873,0.10751867294311523
63,83.98573200905406,0.05121660232543945
64,99.61997214260077,0.07339310646057129
65,88.47691325024817,0.051874637603759766
66,93.45766169062067,0.0736839771270752
67,89.44793893544251,0.055313825607299805
68,93.09601920709996,0.06390094757080078
69,96.63521338861344,0.06421732902526855
70,90.28957309961922,0.05780506134033203
71,86.15768101788998,0.05742597579956055
72,80.80545800349836,0.051434993743896484
73,73.80489710376044,0.05159759521484375
74,98.03217435640101,0.06106281280517578
75,82.25304246145775,0.05242466926574707
76,89.75055822171697,0.05379509925842285
77,89.04164787061042,0.05554008483886719
78,71.54734024909499,0.045371294021606445
79,88.05928653655155,0.05657315254211426
80,82.73769418790599,0.059450387954711914
81,70.87731563940807,0.046775102615356445
82,84.42903168476164,0.054322242736816406
83,104.86989040984989,0.06458234786987305
84,81.66428677847004,0.053906917572021484
85,80.80407243751421,0.05182766914367676
86,84.15321621872408,0.05305361747741699
87,110.28457382549414,0.07273364067077637
88,7.1766881384345576,0.03546309471130371
89,101.54359701576651,0.06537032127380371
90,82.60751703618315,0.05178332328796387
91,96.19024522911104,0.06178545951843262
92,118.4062857726522,0.07215285301208496
93,99.84439766288436,0.05734825134277344
94,78.06153775164839,0.045819759368896484
95,70.67073492817701,0.04716944694519043
96,108.82998909861863,0.061075687408447266
97,107.08193887181874,0.06299352645874023
98,53.061210395636714,0.03350329399108887
99,83.88345636888172,0.04760003089904785
100,105.34570985428412,0.0633554458618164
101,92.63422931157547,0.054940223693847656
102,95.74774279278623,0.0562739372253418
103,27.447787167663193,0.024845123291015625
104,96.81210391878014,0.06100034713745117
105,64.78474691875955,0.04094815254211426
106,97.44200221045061,0.05805492401123047
107,106.58337861624995,0.06281256675720215
108,101.81638396091644,0.06255531311035156
109,79.35279631869273,0.046318769454956055
110,72.76124386383097,0.04598736763000488
111,104.68960138937337,0.06572747230529785
112,21.450415659891057,0.018654584884643555
113,118.99663868668763,0.0709693431854248
114,118.66340491598882,0.07464146614074707
115,20.87631427791012,0.01858997344970703
116,112.65631940914028,0.06783294677734375
117,22.2043495443173,0.020022869110107422
118,17.03344211146418,0.017131805419921875
119,17.146699533256076,0.0175778865814209
120,23.600567110458186,0.02254176139831543
121,15.344266902077557,0.0154571533203125
122,14.922172991505796,0.01621079444885254
123,20.60791838257748,0.021350860595703125
124,23.679237449417272,0.019623994827270508
125,14.877268342961553,0.0161592960357666
126,12.647909305958999,0.013999462127685547
127,26.072079136661543,0.020312786102294922
128,19.984911737225623,0.01743483543395996
129,20.045940220296863,0.01934528350830078
130,25.044009604206483,0.021727561950683594
131,102.76493556572217,0.06271171569824219
132,23.883762495485474,0.021907329559326172
133,15.180136667306112,0.016123056411743164
134,21.550207168808775,0.01989459991455078
135,13.053752143893576,0.014608144760131836
136,21.7386884640533,0.01942920684814453
137,105.8788072270386,0.06520915031433105
138,107.76686869415578,0.06585884094238281
139,79.06705353899144,0.052503347396850586
140,102.16700969891338,0.07042193412780762
141,100.11817184857186,0.06598377227783203
142,20.166016221253102,0.018225908279418945
143,22.237028622702898,0.02116870880126953
144,85.41240072065347,0.053223371505737305
145,89.85307564572513,0.05487322807312012
146,89.43294628559528,0.05686163902282715
147,84.83362139314663,0.05318284034729004
148,96.59809542514873,0.0637965202331543
149,89.83861931988135,0.05649566650390625
150,87.1676049733548,0.054795026779174805
151,81.35547610939582,0.04959511756896973
152,79.3439669445205,0.0499725341796875
153,82.45228157703752,0.05320906639099121
154,58.84154540706956,0.043685197830200195
155,85.86058929429102,0.05905747413635254
156,78.73192774759035,0.06281042098999023
157,83.92462376610801,0.06874203681945801
158,59.827287239781754,0.03930020332336426
159,68.2911314555535,0.0419001579284668
160,71.31895960577478,0.05061006546020508
161,66.58287669591235,0.044562578201293945
162,90.63619537159038,0.05945444107055664
163,62.983546164805496,0.04631614685058594
164,67.34210672074975,0.05019116401672363
165,75.20506657720563,0.04513382911682129
166,40.834368485134796,0.031662702560424805
167,70.51355697963457,0.048569440841674805
168,51.669725235288716,0.03532075881958008
169,69.82485835683427,0.049413442611694336
170,52.5081141637779,0.04050612449645996
171,65.96141961984266,0.04543757438659668
172,75.68759940169286,0.058925628662109375
173,55.4519270518623,0.0503847599029541
174,48.61392790339573,0.0344393253326416
175,53.6207224328416,0.05173516273498535
176,60.338186381709036,0.04792165756225586
177,66.79193791962133,0.056123971939086914
178,47.24256974199753,0.0400087833404541
179,57.4738431671287,0.050653934478759766
180,71.28381111468408,0.05850839614868164
181,43.836952055338514,0.039636850357055664
182,40.22519124701848,0.04011058807373047
183,51.509386795483266,0.0431976318359375
184,54.98891846396147,0.04698586463928223
185,49.44848823299688,0.03999638557434082
186,62.99167527474788,0.052632808685302734
187,49.86977953088815,0.0407872200012207
188,43.426889286779684,0.03571271896362305
189,48.77247114569476,0.04071974754333496
190,44.101821189732085,0.038814544677734375
191,44.35633977573695,0.042473793029785156
192,41.1112521836561,0.038084983825683594
193,52.8412998788699,0.036719322204589844
194,51.96612118873208,0.03352642059326172
195,60.29978333526346,0.03792691230773926
196,45.81291599921019,0.03175663948059082
197,53.51605723253895,0.03729653358459473
198,45.64118540039236,0.03210854530334473
199,43.780052996112325,0.0303955078125
200,49.83960836885648,0.033155202865600586
201,43.380893850095184,0.03078174591064453
202,47.50646107534726,0.03392601013183594
203,47.592248595546664,0.032900094985961914
204,47.845993601409255,0.032390594482421875
205,39.37926220852036,0.026485204696655273
206,50.97499044968821,0.03323006629943848
207,47.014329267983534,0.03197598457336426
208,55.68481657654618,0.03420591354370117
209,45.359894599859054,0.029287099838256836
210,67.43858389260144,0.04299592971801758
211,54.65381319435103,0.036112308502197266
212,67.1717816494093,0.04486870765686035
213,57.61646674391828,0.03606152534484863
214,47.69072696678811,0.030457735061645508
215,52.85431919481981,0.03531622886657715
216,56.97806425342101,0.03972983360290527
217,68.52641372362491,0.0432734489440918
218,61.398141016910664,0.039162397384643555
219,71.17924640720152,0.046830177307128906
220,45.17813422637224,0.0287168025970459
221,69.28795547341646,0.04615521430969238
222,54.44334368088059,0.033458709716796875
223,63.97664287556907,0.03850412368774414
224,50.80022624805679,0.03227853775024414
225,57.75233312388018,0.03651237487792969
226,55.14858077992104,0.03544354438781738
227,59.31982475484616,0.0374758243560791
228,79.73640940373501,0.047962188720703125
229,69.47734450376653,0.04305076599121094
230,52.57998909408198,0.035102128982543945
231,83.85351620729341,0.05193948745727539
232,66.39605791799845,0.0475161075592041
233,67.73574594760154,0.04156994819641113
234,68.38818989049464,0.04721236228942871
235,111.02256871270299,0.06818985939025879
236,60.82516945331072,0.039003849029541016
237,85.85851909841821,0.05318474769592285
238,57.731122589125874,0.04601478576660156
239,75.89631077390356,0.04856729507446289
240,83.2201127225182,0.05560159683227539
241,72.99462891760164,0.05071234703063965
242,78.10503949777839,0.05637693405151367
243,83.49435641814274,0.05850481986999512
244,85.00413530276323,0.055512189865112305
245,87.43749235793328,0.05711030960083008
246,66.28264608711491,0.04788398742675781
247,74.3684057593428,0.05323338508605957
248,82.6480506051155,0.05582904815673828
249,85.36653199077793,0.05580902099609375
250,98.8150343891693,0.06790566444396973
251,69.6684262223463,0.046851158142089844
252,67.01503620851295,0.050544023513793945
253,91.9722867063158,0.07098531723022461
254,68.85873754424038,0.05081629753112793
255,79.40509079543489,0.05869293212890625
256,78.25135089959902,0.052965641021728516
257,62.30577920533747,0.045757293701171875
258,69.1555721291677,0.04718732833862305
259,96.492589456679,0.06789445877075195
260,69.64320560839592,0.04843306541442871
261,59.356889385518706,0.04062795639038086
262,58.024865316064,0.04105663299560547
263,67.37853386906347,0.047277212142944336
264,66.864931941873,0.046655893325805664
265,83.68265641360222,0.0615696907043457
266,74.05722386409782,0.10927844047546387
267,67.42266057592724,0.08399510383605957
268,80.85568268725692,0.05606675148010254
269,61.45203626175115,0.040926456451416016
270,70.12454021196956,0.04725956916809082
271,50.997485463264006,0.03525042533874512
272,76.3317002642969,0.05313825607299805
273,49.278587192422194,0.03496265411376953
274,60.65985072408427,0.043343544006347656
275,63.63211673574057,0.04380178451538086
276,75.60918914343148,0.04984283447265625
277,66.97918245393642,0.04988384246826172
278,64.08718016273706,0.043241024017333984
279,49.75821578111286,0.03463459014892578
280,61.429537858680696,0.04228353500366211
281,49.72566270661464,0.03506803512573242
282,54.03093859097353,0.03826618194580078
283,53.842808976995485,0.03751492500305176
284,45.53239372072668,0.03000354766845703
285,64.432327007754,0.04471445083618164
286,45.2146058596061,0.037252187728881836
287,48.66960475280184,0.03728652000427246
288,53.7078799950029,0.04533219337463379
289,45.44994520003322,0.04285264015197754
290,62.066282509851234,0.060121774673461914
291,69.31811392771205,0.0671231746673584
292,43.97125472640582,0.04081535339355469
293,63.83641007861404,0.043233633041381836
294,45.51598556613419,0.041426897048950195
295,51.764038811221994,0.04865884780883789
296,47.0151955864861,0.037055015563964844
297,49.22647470237317,0.03714346885681152
298,48.168963642449086,0.03212380409240723
299,51.49700679277662,0.034517526626586914
300,45.48338522656486,0.030953168869018555
301,65.83633320567061,0.04152727127075195
302,39.104780019694815,0.026912689208984375
303,54.06959421045508,0.03694748878479004
304,51.243158832741926,0.035444021224975586
305,47.54356240531128,0.036617279052734375
306,57.52870076290516,0.0419917106628418
307,51.321549106707884,0.04013776779174805
308,52.26043580290847,0.03738093376159668
309,49.489504553997044,0.03178262710571289
310,46.88421929128555,0.03566145896911621
311,50.98911239608964,0.03812289237976074
312,50.05276071794882,0.03391909599304199
313,47.57384569892901,0.03288984298706055
314,56.09884954281879,0.03588056564331055
315,51.63015041915547,0.034540414810180664
316,65.95355602282238,0.044736623764038086
317,44.94551341406769,0.030034303665161133
318,43.35796291763139,0.02947235107421875
319,44.74332759530399,0.03088831901550293
320,46.987427770842906,0.03098917007446289
321,51.779746429922724,0.03859400749206543
322,58.08269071765499,0.03720211982727051
323,37.239290825493676,0.025643110275268555
324,54.50583781563841,0.03382444381713867
325,36.91298212259087,0.02712845802307129
326,41.58364273656076,0.02985405921936035
327,46.84050054691274,0.03723645210266113
328,47.31277138902962,0.03392839431762695
329,44.07185114291237,0.03053140640258789
330,39.416086446785556,0.029488086700439453
331,41.19639430501431,0.030684471130371094
332,39.58309532593363,0.028543472290039062
333,49.59056049141047,0.0320279598236084
334,40.616904838959144,0.029303550720214844
335,41.147059388060654,0.02845001220703125
336,41.66599863368339,0.027920246124267578
337,37.274069578538366,0.02661609649658203
338,41.24628734885698,0.027905941009521484
339,38.78258820218722,0.02639174461364746
340,41.51998948037032,0.027130842208862305
341,39.33435021844934,0.027066946029663086
342,38.43418616532612,0.027823925018310547
343,36.84502401430286,0.028269052505493164
344,39.33584911239677,0.027957677841186523
345,41.33587237355468,0.027715206146240234
346,37.21582685453378,0.026167869567871094
347,37.47392278960432,0.025830745697021484
348,40.94816066873278,0.031165361404418945
349,37.609874986485636,0.025883197784423828
350,44.07097501045982,0.030106782913208008
351,45.43005767571886,0.029967308044433594
352,36.87183169854549,0.026234149932861328
353,46.78722437673132,0.03171229362487793
354,37.420455788949326,0.027438640594482422
355,40.938871279211554,0.029582500457763672
356,36.72636740507777,0.026545047760009766
357,39.01332568728371,0.027187108993530273
358,37.252992893342004,0.025269508361816406
359,40.68764306259859,0.028810739517211914
360,37.085478533844736,0.025141239166259766
361,41.52852843331286,0.033308982849121094
362,38.621745990747215,0.0502476692199707
363,39.84981598012202,0.027446985244750977
364,38.923692725187955,0.028032302856445312
365,41.8195942316861,0.02852606773376465
366,40.81848756003011,0.029944181442260742
367,39.11281402872817,0.029848575592041016
368,45.864104512075635,0.032242774963378906
369,47.31430604821939,0.03517293930053711
370,48.75429427821001,0.037981271743774414
371,44.97868766238112,0.03644108772277832
372,39.25063833629444,0.030621051788330078
373,58.64861105542697,0.04644036293029785
374,43.058187418182186,0.03361773490905762
375,40.73855709237699,0.0340876579284668
376,51.432761139927116,0.039644718170166016
377,43.7038778525035,0.033735036849975586
378,37.178318816401855,0.03151750564575195
379,54.11196152066925,0.04052901268005371
380,47.69817319523025,0.037432193756103516
381,56.2613907582834,0.04216623306274414
382,45.1558562187667,0.03520679473876953
383,42.87296417420448,0.032225608825683594
384,47.97891120557812,0.041194915771484375
385,50.12358966743694,0.03709149360656738
386,56.80752792007884,0.043874263763427734
387,52.79649735609927,0.040697574615478516
388,49.30627802514661,0.039269208908081055
389,49.898009249248844,0.04047203063964844
390,45.906892589562744,0.03494119644165039
391,61.7201822086899,0.046382904052734375
392,51.56382649342359,0.03885221481323242
393,44.756463771423334,0.036214351654052734
394,57.8424692998093,0.046047210693359375
395,39.69652515605617,0.03476238250732422
396,68.92654502539753,0.055748939514160156
397,48.80560263822379,0.03893923759460449
398,40.67549111661087,0.03204655647277832
399,50.462227956552596,0.04620051383972168
400,56.67129750142674,0.04392552375793457
401,49.693439155433204,0.03618216514587402
402,48.25201543201146,0.0367734432220459
403,51.449365354351954,0.04006028175354004
404,46.681818330761324,0.040970563888549805
405,55.982989044718366,0.041901350021362305
406,46.95544890771129,0.03609752655029297
407,43.63117104519803,0.032357215881347656
408,40.05653592191095,0.03201866149902344
409,50.65667801262296,0.037126779556274414
410,48.7184976113192,0.04031682014465332
411,53.779200901438564,0.03750777244567871
412,46.56463674010979,0.040233612060546875
